,color_tags
23411,"['Beige', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent']"
23412,"['Beige', 'Brown', 'Green', 'Pink', 'Red', 'Transparent', 'Yellow']"
23413,"['Beige', 'Black', 'Blue', 'Gold', 'Khaki', 'Multiple Colors', 'Red', 'Silver', 'Yellow']"
23414,"['Black', 'Gold', 'Green', 'Grey', 'Purple', 'Silver', 'Transparent']"
23415,"['Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'White', 'Yellow']"
23416,"['Beige', 'Blue', 'Gold', 'Khaki', 'Multiple Colors', 'Pink', 'Purple']"
23417,"['Black', 'Burgundy', 'Pink', 'Purple', 'Silver', 'Yellow']"
23418,"['Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
23419,"['Beige', 'Burgundy', 'Gold', 'Green', 'Grey', 'Navy', 'Orange', 'Silver', 'White', 'Yellow']"
23420,"['Beige', 'Black', 'Blue', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'White']"
23421,"['Beige', 'Gold', 'Grey', 'Navy', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23422,"['Pink', 'Silver', 'Transparent', 'Yellow']"
23423,"['Black', 'Blue', 'Gold', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Transparent', 'Yellow']"
23424,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Silver', 'Yellow']"
23425,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent', 'White']"
23426,"['Beige', 'Brown', 'Burgundy', 'Grey', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
23427,"['Beige', 'Gold', 'Green', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent', 'White']"
23428,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
23429,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23430,"['Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Navy', 'Orange', 'Pink', 'Silver', 'Transparent']"
23431,"['Black', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Transparent', 'Yellow']"
23432,"['Blue', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Purple', 'Silver', 'Yellow']"
23433,"['Brown', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
23434,"['Blue', 'Brown', 'Gold', 'Khaki', 'Silver', 'White', 'Yellow']"
23435,"['Beige', 'Black', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
23436,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Red', 'Silver', 'Transparent']"
23437,"['Blue', 'Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
23438,"['Black', 'Blue', 'Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Transparent']"
23439,"['Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Red', 'Transparent', 'Yellow']"
23440,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple', 'Red', 'Transparent']"
23441,"['Beige', 'Blue', 'Gold', 'Khaki', 'Purple', 'Red', 'Yellow']"
23442,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Silver', 'White', 'Yellow']"
23443,"['Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver']"
23444,"['Burgundy', 'Gold', 'Grey', 'Navy', 'Purple']"
23445,"['Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Transparent', 'Yellow']"
23446,"['Beige', 'Brown', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Silver', 'Transparent']"
23447,"['Brown', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
23448,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
23449,"['Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Red', 'Transparent', 'Yellow']"
23450,"['Beige', 'Gold', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent']"
23451,"['Brown', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver']"
23452,"['Beige', 'Gold', 'Multiple Colors', 'Purple', 'Red', 'Transparent', 'Yellow']"
23453,"['Beige', 'Orange', 'Pink', 'Purple', 'Red', 'Yellow']"
23454,"['Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Red', 'Silver', 'Yellow']"
23455,"['Blue', 'Gold', 'Khaki', 'Orange', 'Silver', 'White', 'Yellow']"
23456,"['Beige', 'Gold', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red']"
23457,"['Beige', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Silver', 'Transparent', 'Yellow']"
23458,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Khaki', 'Pink', 'Red', 'Transparent', 'Yellow']"
23459,"['Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
23460,"['Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'Yellow']"
23461,"['Brown', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'Yellow']"
23462,"['Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Yellow']"
23463,"['Burgundy', 'Gold', 'Multiple Colors', 'Navy', 'Purple', 'Silver', 'White', 'Yellow']"
23464,"['Beige', 'Black', 'Gold', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver']"
23465,"['Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Navy', 'Purple', 'Transparent']"
23466,"['Burgundy', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Purple']"
23467,"['Beige', 'Gold', 'Green', 'Grey', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
23468,"['Burgundy', 'Gold', 'Green', 'Grey', 'Pink', 'Purple', 'Silver']"
23469,"['Beige', 'Brown', 'Green', 'Grey', 'Pink', 'White']"
23470,"['Beige', 'Black', 'Brown', 'Burgundy', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'White']"
23471,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23472,"['Beige', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23473,"['Beige', 'Gold', 'Green', 'Khaki', 'Orange', 'Purple', 'White']"
23474,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
23475,"['Brown', 'Gold', 'Grey', 'Orange', 'Pink', 'Silver', 'Transparent']"
23476,"['Brown', 'Gold', 'Green', 'Grey', 'Purple', 'Transparent']"
23477,"['Beige', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Transparent']"
23478,"['Beige', 'Brown', 'Green', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
23479,"['Beige', 'Black', 'Brown', 'Gold', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent']"
23480,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'White', 'Yellow']"
23481,"['Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'White']"
23482,"['Beige', 'Green', 'Grey', 'Pink', 'Red', 'White']"
23483,"['Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
23484,"['Beige', 'Black', 'Blue', 'Burgundy', 'Gold', 'Multiple Colors', 'Orange', 'Red']"
23485,"['Beige', 'Blue', 'Brown', 'Gold', 'Grey', 'Navy', 'Silver', 'White', 'Yellow']"
23486,"['Black', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Yellow']"
23487,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Silver', 'Transparent']"
23488,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Transparent', 'Yellow']"
23489,"['Beige', 'Brown', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple', 'Silver', 'White']"
23490,"['Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Silver', 'White', 'Yellow']"
23491,"['Blue', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Purple', 'Yellow']"
23492,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Red', 'Silver', 'White', 'Yellow']"
23493,"['Beige', 'Brown', 'Green', 'Grey', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
23494,"['Beige', 'Brown', 'Burgundy', 'Multiple Colors', 'Orange', 'Red', 'Silver']"
23495,"['Beige', 'Black', 'Blue', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Transparent']"
23496,"['Beige', 'Gold', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
23497,"['Blue', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'White']"
23498,"['Black', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Red', 'Silver', 'Transparent']"
23499,"['Brown', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23500,"['Beige', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Purple', 'Yellow']"
23501,"['Blue', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
23502,"['Blue', 'Brown', 'Gold', 'Green', 'Khaki', 'Silver', 'Yellow']"
23503,"['Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Transparent', 'White', 'Yellow']"
23504,"['Beige', 'Blue', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Red', 'Silver', 'White', 'Yellow']"
23505,"['Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
23506,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
23507,"['Beige', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
23508,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
23509,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
23510,"['Beige', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
23511,"['Gold', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red']"
23512,"['Black', 'Gold', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
23513,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Yellow']"
23514,"['Beige', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'White']"
23515,"['Beige', 'Brown', 'Green', 'Orange', 'Purple']"
23516,"['Beige', 'Blue', 'Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
23517,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'White', 'Yellow']"
23518,"['Beige', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'White']"
23519,"['Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Silver', 'White', 'Yellow']"
23520,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
23521,"['Beige', 'Green', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Transparent']"
23522,"['Green', 'Grey', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Transparent']"
23523,"['Blue', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Transparent']"
23524,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Silver', 'Yellow']"
23525,"['Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
23526,"['Beige', 'Blue', 'Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
23527,"['Beige', 'Black', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent']"
23528,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
23529,"['Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Silver', 'White']"
23530,"['Brown', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver', 'White', 'Yellow']"
23531,"['Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
23532,"['Brown', 'Gold', 'Green', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
23533,"['Brown', 'Burgundy', 'Khaki', 'Orange', 'Purple', 'Yellow']"
23534,"['Brown', 'Burgundy', 'Gold', 'Khaki', 'Purple', 'Red', 'Silver', 'Yellow']"
23535,"['Brown', 'Burgundy', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver']"
23536,"['Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
23537,"['Beige', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'White', 'Yellow']"
23538,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
23539,"['Brown', 'Green', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
23540,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
23541,"['Burgundy', 'Gold', 'Khaki', 'Purple', 'Silver', 'Yellow']"
23542,"['Beige', 'Brown', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
23543,"['Beige', 'Black', 'Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Transparent']"
23544,"['Beige', 'Blue', 'Gold', 'Green', 'Grey', 'Pink', 'Red', 'White']"
23545,"['Brown', 'Gold', 'Green', 'Khaki', 'Orange', 'Pink', 'Red', 'White']"
23546,"['Brown', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red']"
23547,"['Grey', 'Multiple Colors', 'Pink', 'Purple', 'Transparent', 'Yellow']"
23548,"['Brown', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'White']"
23549,"['Black', 'Blue', 'Brown', 'Gold', 'Green', 'Orange', 'Purple', 'Red', 'Silver']"
23550,"['Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
23551,"['Brown', 'Gold', 'Red', 'Silver', 'White', 'Yellow']"
23552,"['Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23553,"['Beige', 'Black', 'Burgundy', 'Gold', 'Grey', 'Navy', 'Orange', 'Pink', 'Red', 'Transparent', 'White']"
23554,"['Brown', 'Gold', 'Grey', 'Khaki', 'Red', 'Silver', 'White', 'Yellow']"
23555,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Silver', 'White']"
23556,"['Gold', 'Purple', 'Red', 'Silver', 'White']"
23557,"['Beige', 'Gold', 'Green', 'Grey', 'Pink', 'Red', 'White']"
23558,"['Brown', 'Orange', 'Pink', 'Yellow']"
23559,"['Black', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
23560,"['Brown', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
23561,"['Brown', 'Gold', 'Green', 'Khaki', 'Pink', 'Purple', 'Silver', 'Yellow']"
23562,"['Beige', 'Burgundy', 'Gold', 'Khaki', 'Orange', 'Purple', 'Red']"
23563,"['Green', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent', 'Yellow']"
23564,"['Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23565,"['Brown', 'Gold', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
23566,"['Black', 'Green', 'Grey', 'Orange', 'Purple', 'Silver', 'Transparent']"
23567,"['Brown', 'Green', 'Grey', 'Khaki', 'Orange', 'Purple', 'Silver']"
23568,"['Burgundy', 'Green', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
23569,"['Brown', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Silver', 'Transparent']"
23570,"['Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Red', 'Silver', 'Yellow']"
23571,"['Brown', 'Green', 'Orange', 'Red', 'Silver', 'White']"
23572,"['Black', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Silver', 'Yellow']"
23573,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
23574,"['Blue', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink']"
23575,"['Black', 'Blue', 'Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Transparent', 'White']"
23576,"['Black', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Transparent', 'Yellow']"
23577,"['Brown', 'Burgundy', 'Grey', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'White']"
23578,"['Beige', 'Gold', 'Green', 'Navy', 'Orange', 'Purple', 'White']"
23579,"['Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Pink', 'Silver', 'Transparent', 'Yellow']"
23580,"['Beige', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
23581,"['Black', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Yellow']"
23582,"['Brown', 'Burgundy', 'Gold', 'Green', 'Orange', 'Purple', 'Red', 'Silver', 'Yellow']"
23583,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
23584,"['Beige', 'Black', 'Gold', 'Grey', 'Navy', 'Purple', 'Red', 'Yellow']"
23585,"['Brown', 'Gold', 'Purple', 'Silver', 'White']"
23586,"['Beige', 'Black', 'Blue', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Silver']"
23587,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
23588,"['Beige', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Transparent']"
23589,"['Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Navy', 'Silver', 'White']"
23590,"['Brown', 'Green', 'Grey', 'Red', 'Silver', 'Transparent', 'Yellow']"
23591,"['Brown', 'Gold', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
23592,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Silver', 'Transparent', 'White', 'Yellow']"
23593,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Transparent']"
23594,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Red', 'White', 'Yellow']"
23595,"['Beige', 'Burgundy', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'White']"
23596,"['Gold', 'Green', 'Multiple Colors', 'Pink', 'Silver', 'Transparent', 'Yellow']"
23597,"['Blue', 'Brown', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver']"
23598,"['Black', 'Brown', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
23599,"['Blue', 'Brown', 'Gold', 'Multiple Colors', 'Orange', 'Red', 'Silver']"
23600,"['Beige', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'White']"
23601,"['Blue', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
23602,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23603,"['Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23604,"['Black', 'Brown', 'Grey', 'Orange', 'Purple', 'Silver', 'Yellow']"
23605,"['Black', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Yellow']"
23606,"['Brown', 'Gold', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Yellow']"
23607,"['Black', 'Blue', 'Brown', 'Burgundy', 'Green', 'Grey', 'Navy', 'Pink', 'Red', 'Silver']"
23608,"['Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Yellow']"
23609,"['Brown', 'Green', 'Khaki', 'Orange', 'Pink', 'Purple']"
23610,"['Black', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Purple', 'Yellow']"
23611,"['Beige', 'Gold', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'White']"
23612,"['Beige', 'Black', 'Burgundy', 'Gold', 'Khaki', 'Orange', 'Purple', 'Red', 'White']"
23613,"['Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Red', 'Silver', 'White', 'Yellow']"
23614,"['Brown', 'Gold', 'Orange', 'Pink', 'Red', 'Silver']"
23615,"['Beige', 'Blue', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
23616,"['Blue', 'Brown', 'Gold', 'Green', 'Khaki', 'Silver', 'Yellow']"
23617,"['Beige', 'Black', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Purple', 'Silver', 'Transparent', 'Yellow']"
23618,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Orange', 'Red']"
23619,"['Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
23620,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Pink', 'Red', 'Yellow']"
23621,"['Black', 'Brown', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Transparent', 'Yellow']"
23622,"['Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'White', 'Yellow']"
23623,"['Brown', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
23624,"['Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'White', 'Yellow']"
23625,"['Beige', 'Blue', 'Gold', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
23626,"['Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver']"
23627,"['Brown', 'Burgundy', 'Gold', 'Green', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
23628,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple']"
23629,"['Beige', 'Black', 'Blue', 'Brown', 'Grey', 'Pink', 'Red', 'Silver', 'Yellow']"
23630,"['Beige', 'Brown', 'Gold', 'Navy', 'Purple', 'Red', 'Silver', 'White']"
23631,"['Beige', 'Black', 'Blue', 'Brown', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
23632,"['Beige', 'Brown', 'Gold', 'Green', 'Navy', 'Orange', 'Purple', 'Red', 'Silver']"
23633,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple', 'Silver', 'Transparent', 'White']"
23634,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
23635,"['Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red']"
23636,"['Brown', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Silver']"
23637,"['Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent']"
23638,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Transparent']"
23639,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Navy', 'Orange', 'Red', 'Silver', 'Transparent', 'Yellow']"
23640,"['Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Purple', 'Silver', 'Yellow']"
23641,"['Gold', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
